2016-12-17 14:39:45,371 6061 140618998936576       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:40:28,620 6065 140009023841280   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 14:40:28,620 6065 140009023841280       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:42:59,546 6071 140137453966336   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 14:42:59,546 6071 140137453966336       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:43:18,980 6075 140489733239808   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 14:43:18,981 6075 140489733239808       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:51:11,057 6383 140398819808256   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 14:51:11,058 6383 140398819808256       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:51:11,106 6383 140398819808256      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 14:51:51,305 6391 140082196710400   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 14:51:51,306 6391 140082196710400       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:51:51,361 6391 140082196710400      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 14:52:25,001 6399 140370999854080   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 14:52:25,001 6399 140370999854080       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:52:25,053 6399 140370999854080      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 14:53:30,502 6408 140396475778048   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 14:53:30,502 6408 140396475778048       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 14:53:30,552 6408 140396475778048      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 15:09:04,994 6437 139830181487616   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:09:04,994 6437 139830181487616       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 15:09:14,183 6443 140055994180608   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:09:14,183 6443 140055994180608       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 15:09:49,060 6447 139824786609152   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:09:49,060 6447 139824786609152       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 15:09:55,772 6451 140646526317568   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:09:55,772 6451 140646526317568       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 15:09:55,820 6451 140646526317568      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 15:10:30,438 6459 140234326881280   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:10:30,438 6459 140234326881280       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 15:10:30,484 6459 140234326881280      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 15:10:41,133 6467 140181442425856   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:10:41,133 6467 140181442425856       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 15:10:41,181 6467 140181442425856      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 15:11:07,960 6475 139862667305984   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:11:07,961 6475 139862667305984       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py']'. 
2016-12-17 15:11:08,012 6475 139862667305984      DEBUG Connecting to gpsd socket at 127.0.0.1:2947
2016-12-17 15:12:06,170 6485 140436219143168   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:12:06,170 6485 140436219143168       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 15:12:26,229 6489 140636082922496   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:12:26,229 6489 140636082922496       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 15:18:52,541 6704 139761065411584   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:18:52,541 6704 139761065411584       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 15:19:13,837 6713 140685899060224   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:19:13,838 6713 140685899060224       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 15:19:19,139 6716 139644519400448   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:19:19,139 6716 139644519400448       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 15:58:38,203 6948 139984245208064   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 15:58:38,203 6948 139984245208064       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:00:11,493 6954 140508327887872   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:00:11,493 6954 140508327887872       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:00:38,658 6960 140383213888512   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:00:38,658 6960 140383213888512       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:52:18,990 7268 139972161393664   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:52:18,991 7268 139972161393664       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:52:45,092 7285 139639094256640   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:52:45,092 7285 139639094256640       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:53:14,852 7289 140217329579008   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:53:14,852 7289 140217329579008       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:54:07,109 7294 139665244013568   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:54:07,110 7294 139665244013568       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:55:04,795 7298 140142456529920   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:55:04,795 7298 140142456529920       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:55:13,931 7304 139627703424000   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:55:13,931 7304 139627703424000       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:55:22,587 7308 140675397571584   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:55:22,587 7308 140675397571584       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:56:15,901 7313 140359476442112   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:56:15,902 7313 140359476442112       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:58:11,619 7319 140350422668288   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:58:11,619 7319 140350422668288       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 16:59:02,009 7331 139917960381440   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 16:59:02,009 7331 139917960381440       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:07:03,073 7425 139749046297600   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:07:03,073 7425 139749046297600       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:07:34,409 7430 140567562986496   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:07:34,409 7430 140567562986496       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:10:37,267 7441 140465464624128   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:10:37,267 7441 140465464624128       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:11:19,244 7448 140159797859328   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:11:19,244 7448 140159797859328       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:11:55,182 7455 140220938417152   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:11:55,182 7455 140220938417152       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:12:40,122 7460 140457095402496   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:12:40,123 7460 140457095402496       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:31:00,489 7628 140342382584832   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:31:00,489 7628 140342382584832       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:31:37,502 7637 140020602582016   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:31:37,503 7637 140020602582016       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:31:52,995 7641 140193408500736   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:31:52,995 7641 140193408500736       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:34:50,324 7648 140131166180352   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:34:50,324 7648 140131166180352       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:35:48,660 7655 139676308182016   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:35:48,660 7655 139676308182016       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:35:59,081 7662 140106352104448   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:35:59,081 7662 140106352104448       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:40:45,513 7677 139816918070272   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:40:45,513 7677 139816918070272       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:40:53,850 7681 139787912569856   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:40:53,850 7681 139787912569856       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:41:26,955 7688 140578560885760   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:41:26,956 7688 140578560885760       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:55:08,263 8033 140238705304576   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:55:08,263 8033 140238705304576       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:55:36,469 8039 140665537561600   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:55:36,469 8039 140665537561600       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:56:19,775 8046 140205693432832   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:56:19,775 8046 140205693432832       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:56:42,182 8051 139655592772608   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:56:42,183 8051 139655592772608       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:57:12,836 8055 140683525170176   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:57:12,836 8055 140683525170176       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 17:59:20,771 8061 140632407196672   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 17:59:20,772 8061 140632407196672       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:00:38,372 8075 140669805589504   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:00:38,372 8075 140669805589504       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:01:55,132 8100 139717628662784   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:01:55,132 8100 139717628662784       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:02:09,674 8106 139802399351808   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:02:09,674 8106 139802399351808       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
